age,workclass,education,marital-status,occupation,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income,years_experience,skills,salary_in_inr
57,Private,Some-college,Widowed,AI Engineer,Asian-Pac-Islander,Other,5172,1145,51,Australia,>50K,10,"Deep Learning, NLP, Python",1417380
44,Self-emp-not-inc,Some-college,Separated,Data Scientist,White,Female,7446,921,58,India,<=50K,16,"R, Machine Learning, Python",1565760
22,Private,Bachelors,Married-civ-spouse,System Admin,Amer-Indian-Eskimo,Female,7578,551,43,Australia,<=50K,4,"Networking, AWS, Shell Scripting",667248
51,Federal-gov,PhD,Married-civ-spouse,AI Engineer,White,Female,7756,85,31,China,>50K,20,"PyTorch, TensorFlow, Deep Learning",1708940
39,Federal-gov,PhD,Married-civ-spouse,Data Analyst,Black,Male,8831,1585,31,United States,>50K,13,"SQL, Excel, Python",914266
37,State-gov,HS-grad,Divorced,Business Analyst,Amer-Indian-Eskimo,Male,647,561,57,India,>50K,10,"Problem Solving, Presentation, Excel",962540
29,Self-emp-not-inc,Some-college,Married-civ-spouse,Data Analyst,Asian-Pac-Islander,Male,8422,869,47,Germany,>50K,14,"Power BI, Excel, Tableau",989338
59,Private,PhD,Separated,Software Developer,White,Female,5165,112,41,Germany,<=50K,9,"C++, Spring, Git",1042001
34,Self-emp-not-inc,Masters,Divorced,Software Developer,Asian-Pac-Islander,Male,8363,1326,30,India,<=50K,9,"Spring, Git, C++",1033325
22,Self-emp-inc,Bachelors,Divorced,Business Analyst,White,Other,8620,864,42,Australia,>50K,4,"Presentation, Power BI, Problem Solving",868888
43,Private,HS-grad,Married-civ-spouse,Web Developer,Black,Other,537,377,36,Germany,>50K,18,"HTML, CSS, Node.js",1077522
49,Federal-gov,Some-college,Widowed,Data Scientist,Amer-Indian-Eskimo,Female,3174,1507,59,China,<=50K,5,"R, Machine Learning, Python",1165310
52,State-gov,Associate,Never-married,Data Scientist,Amer-Indian-Eskimo,Male,3281,796,38,Germany,>50K,4,"R, SQL, Python",1169344
60,Self-emp-not-inc,Associate,Widowed,Data Scientist,Other,Other,8739,417,39,Australia,<=50K,6,"Statistics, Machine Learning, R",1170998
37,Self-emp-not-inc,Some-college,Widowed,ML Engineer,Asian-Pac-Islander,Other,9768,98,34,China,>50K,4,"Scikit-learn, XGBoost, Python",1105736
59,Federal-gov,HS-grad,Widowed,Web Developer,Asian-Pac-Islander,Other,1741,417,34,Canada,>50K,7,"CSS, React, Node.js",782924
26,Federal-gov,Associate,Separated,Data Analyst,White,Other,3881,348,45,United States,<=50K,14,"Python, Power BI, Tableau",877156
56,Self-emp-not-inc,HS-grad,Never-married,Software Developer,Other,Female,9318,1442,33,China,>50K,7,"Java, C++, Git",918811
55,Local-gov,Some-college,Widowed,System Admin,Asian-Pac-Islander,Female,9838,1205,44,Germany,>50K,19,"Linux, Docker, Networking",850276
23,Self-emp-not-inc,HS-grad,Divorced,System Admin,White,Male,9409,1468,47,Germany,>50K,7,"Shell Scripting, AWS, Networking",679171
57,Self-emp-inc,Associate,Widowed,Business Analyst,Other,Other,9505,1248,41,Australia,>50K,13,"Excel, SQL, Power BI",1069228
24,Federal-gov,Associate,Divorced,Web Developer,Asian-Pac-Islander,Female,6509,1821,30,Australia,>50K,8,"Node.js, JavaScript, CSS",753152
42,Private,PhD,Separated,System Admin,White,Other,956,1208,45,China,>50K,15,"Shell Scripting, Networking, AWS",821200
56,Local-gov,Masters,Divorced,AI Engineer,Asian-Pac-Islander,Female,9041,769,51,Canada,>50K,0,"NLP, PyTorch, Deep Learning",1200000
48,Self-emp-not-inc,Associate,Widowed,System Admin,Other,Male,306,72,40,Germany,>50K,9,"Docker, Networking, AWS",731008
26,Private,PhD,Married-civ-spouse,Data Analyst,Amer-Indian-Eskimo,Female,6803,869,54,Australia,>50K,18,"SQL, Tableau, Excel",958966
30,Self-emp-inc,Masters,Widowed,Business Analyst,Amer-Indian-Eskimo,Male,3890,1225,45,Australia,<=50K,2,"Excel, Problem Solving, SQL",771194
30,Self-emp-not-inc,Some-college,Never-married,Software Developer,Asian-Pac-Islander,Other,6234,923,57,Canada,<=50K,8,"Java, Python, C++",894840
28,Private,Masters,Widowed,Web Developer,White,Female,9219,1911,50,Germany,>50K,8,"React, Node.js, HTML",755080
58,Self-emp-not-inc,Associate,Widowed,Software Developer,Amer-Indian-Eskimo,Male,7938,1099,52,Australia,>50K,9,"Java, C++, Git",1029446
57,Private,Bachelors,Divorced,Data Analyst,Asian-Pac-Islander,Female,5474,119,48,China,<=50K,9,"Power BI, Python, Tableau",963232
43,Self-emp-not-inc,Associate,Divorced,System Admin,Asian-Pac-Islander,Other,9587,1434,51,United States,<=50K,19,"Docker, Networking, Shell Scripting",1118195
30,State-gov,Masters,Widowed,Data Analyst,Amer-Indian-Eskimo,Female,6547,1757,43,Canada,>50K,14,"Power BI, SQL, Tableau",924518
45,Local-gov,PhD,Never-married,Software Developer,White,Female,7693,714,49,Australia,<=50K,10,"Git, Spring, C++",934910
34,Private,Masters,Widowed,AI Engineer,White,Other,5739,1483,33,India,<=50K,16,"TensorFlow, PyTorch, NLP",1381504
34,Local-gov,PhD,Separated,Business Analyst,Asian-Pac-Islander,Other,7370,564,56,China,<=50K,5,"Power BI, Presentation, SQL",842890
26,Self-emp-inc,Bachelors,Widowed,ML Engineer,Black,Male,2814,286,52,Australia,<=50K,10,"Pandas, XGBoost, Python",1155210
32,Federal-gov,Bachelors,Widowed,Business Analyst,Asian-Pac-Islander,Female,212,1273,36,United States,>50K,7,"SQL, Presentation, Problem Solving",920856
55,State-gov,HS-grad,Married-civ-spouse,Business Analyst,White,Male,8259,528,30,Canada,>50K,10,"Power BI, SQL, Excel",892280
52,Self-emp-not-inc,Some-college,Separated,AI Engineer,Black,Female,8722,1861,42,Canada,>50K,7,"PyTorch, Python, TensorFlow",1360755
26,State-gov,PhD,Divorced,Data Analyst,Other,Other,7194,534,45,India,<=50K,16,"Python, Excel, Tableau",1004064
25,Self-emp-not-inc,HS-grad,Divorced,Data Scientist,Amer-Indian-Eskimo,Other,1487,1708,46,Germany,<=50K,3,"SQL, Statistics, Python",1177949
34,Self-emp-not-inc,HS-grad,Widowed,System Admin,White,Male,566,1410,38,India,>50K,4,"Shell Scripting, Linux, AWS",625356
44,Federal-gov,Associate,Widowed,System Admin,Asian-Pac-Islander,Other,8408,1043,44,India,>50K,3,"Docker, Shell Scripting, Linux",589363
23,State-gov,Bachelors,Divorced,Web Developer,White,Female,1359,821,55,China,>50K,10,"HTML, React, Node.js",886630
28,Local-gov,HS-grad,Never-married,System Admin,White,Female,4774,1242,39,China,>50K,4,"Linux, Networking, AWS",650348
45,Self-emp-inc,PhD,Never-married,AI Engineer,Other,Other,3935,1841,60,Canada,>50K,4,"PyTorch, NLP, Deep Learning",1255792
47,Self-emp-inc,HS-grad,Never-married,Data Scientist,White,Male,8440,138,50,China,>50K,10,"Machine Learning, Python, R",1274510
26,Private,Masters,Never-married,ML Engineer,White,Male,3180,1334,48,China,>50K,15,"Python, Scikit-learn, Pandas",1201810
45,Self-emp-inc,HS-grad,Widowed,Web Developer,Black,Other,6609,539,53,United States,>50K,6,"React, HTML, Node.js",722016
46,Local-gov,Some-college,Separated,ML Engineer,Asian-Pac-Islander,Male,9204,1906,54,Canada,<=50K,13,"Pandas, MLflow, XGBoost",1175968
52,Local-gov,Masters,Separated,Software Developer,Amer-Indian-Eskimo,Other,5111,1928,37,Australia,>50K,0,"C++, Spring, Python",800000
31,Self-emp-not-inc,Bachelors,Never-married,Business Analyst,Other,Male,5521,1811,38,Germany,>50K,0,"Presentation, Excel, Problem Solving",750000
40,State-gov,Some-college,Married-civ-spouse,Business Analyst,Black,Male,156,33,43,China,>50K,16,"Presentation, Power BI, Problem Solving",1205936
60,Private,Bachelors,Widowed,System Admin,Asian-Pac-Islander,Female,7865,730,35,Australia,<=50K,10,"Shell Scripting, Networking, Linux",683350
41,Self-emp-not-inc,Some-college,Separated,Web Developer,Amer-Indian-Eskimo,Other,9602,1437,57,United States,>50K,7,"JavaScript, HTML, React",798058
29,Self-emp-not-inc,Some-college,Never-married,Software Developer,White,Female,4541,723,43,Australia,<=50K,10,"Git, Python, Java",940130
56,Local-gov,Associate,Widowed,AI Engineer,Asian-Pac-Islander,Male,8386,1388,53,Australia,<=50K,18,"NLP, PyTorch, Python",1623810
27,Private,Some-college,Divorced,Business Analyst,Amer-Indian-Eskimo,Female,9692,1830,40,India,<=50K,9,"Excel, Presentation, Power BI",1002522
38,Self-emp-not-inc,Masters,Widowed,Data Scientist,White,Other,629,616,52,India,>50K,5,"SQL, Statistics, Python",1214115
38,Self-emp-inc,Masters,Married-civ-spouse,Software Developer,White,Female,9069,927,60,India,<=50K,3,"Java, Spring, C++",862862
24,Self-emp-not-inc,Masters,Never-married,Data Scientist,Asian-Pac-Islander,Female,853,946,56,Germany,<=50K,13,"R, Statistics, Machine Learning",1336977
58,Self-emp-not-inc,Associate,Divorced,System Admin,White,Male,8824,660,37,Australia,>50K,6,"Linux, Docker, AWS",644056
25,Private,Some-college,Married-civ-spouse,AI Engineer,Asian-Pac-Islander,Other,1679,58,51,China,>50K,19,"PyTorch, Python, TensorFlow",1544451
46,Private,Associate,Married-civ-spouse,ML Engineer,Other,Female,1861,868,33,Australia,<=50K,12,"Scikit-learn, XGBoost, MLflow",1179556
52,State-gov,PhD,Widowed,ML Engineer,Other,Male,8499,1417,32,Canada,>50K,16,"XGBoost, Python, MLflow",1176256
35,Private,Bachelors,Widowed,Data Scientist,Amer-Indian-Eskimo,Other,7316,501,33,Germany,<=50K,0,"Statistics, Machine Learning, R",1100000
46,Self-emp-not-inc,PhD,Never-married,AI Engineer,White,Male,4641,32,58,Australia,<=50K,16,"TensorFlow, Deep Learning, NLP",1639824
59,State-gov,PhD,Separated,Data Analyst,White,Other,7697,1056,46,Germany,>50K,10,"Excel, Python, Power BI",912830
49,Local-gov,Masters,Married-civ-spouse,Business Analyst,White,Male,7856,763,57,China,>50K,7,"Problem Solving, Power BI, Excel",854622
27,Private,PhD,Never-married,Data Analyst,White,Male,7846,623,53,Germany,>50K,9,"Python, Power BI, Tableau",884248
48,Self-emp-not-inc,Some-college,Separated,Web Developer,White,Female,3809,573,34,Australia,>50K,13,"HTML, CSS, JavaScript",778217
22,Self-emp-not-inc,Some-college,Widowed,Web Developer,Amer-Indian-Eskimo,Male,2416,1254,36,Canada,<=50K,6,"React, HTML, JavaScript",725790
36,Federal-gov,Associate,Widowed,Web Developer,Amer-Indian-Eskimo,Male,4613,499,30,China,<=50K,20,"CSS, JavaScript, Node.js",1008980
26,Self-emp-inc,Some-college,Never-married,ML Engineer,Asian-Pac-Islander,Female,9316,273,51,United States,<=50K,0,"Python, MLflow, XGBoost",1000000
25,State-gov,Masters,Separated,Business Analyst,Black,Other,369,1126,44,India,<=50K,2,"SQL, Power BI, Presentation",785502
56,Self-emp-not-inc,Some-college,Separated,Software Developer,Amer-Indian-Eskimo,Other,9462,748,49,Germany,<=50K,15,"Python, Git, Spring",1017200
32,Private,PhD,Married-civ-spouse,Software Developer,Black,Female,4337,1126,37,India,>50K,9,"C++, Java, Python",954197
23,Self-emp-inc,Associate,Married-civ-spouse,Business Analyst,Black,Female,7305,1259,55,India,>50K,0,"SQL, Problem Solving, Presentation",750000
40,Local-gov,Masters,Separated,AI Engineer,Amer-Indian-Eskimo,Other,8130,567,38,United States,>50K,0,"Deep Learning, TensorFlow, PyTorch",1200000
39,Private,Associate,Married-civ-spouse,Business Analyst,White,Male,3641,1576,45,Australia,>50K,10,"Presentation, Excel, Power BI",904290
56,Self-emp-not-inc,Bachelors,Separated,Data Analyst,Asian-Pac-Islander,Male,4307,1769,53,Canada,>50K,16,"SQL, Python, Excel",1077552
43,Federal-gov,Some-college,Married-civ-spouse,Business Analyst,White,Other,1949,63,42,Canada,>50K,18,"Power BI, Problem Solving, Excel",1007706
36,Federal-gov,HS-grad,Married-civ-spouse,Data Analyst,Amer-Indian-Eskimo,Female,912,515,31,China,>50K,20,"Power BI, Python, Excel",1123240
51,Private,PhD,Widowed,Business Analyst,Amer-Indian-Eskimo,Male,621,1698,42,Australia,<=50K,3,"Presentation, Power BI, Problem Solving",789825
33,Federal-gov,Some-college,Married-civ-spouse,ML Engineer,Other,Other,3060,1665,34,United States,>50K,18,"XGBoost, Python, Pandas",1493380
35,Self-emp-inc,Masters,Never-married,Web Developer,Asian-Pac-Islander,Female,7171,1997,41,India,>50K,10,"JavaScript, React, HTML",864990
30,Self-emp-inc,Some-college,Divorced,Data Analyst,Asian-Pac-Islander,Other,565,1017,34,United States,>50K,2,"Tableau, Power BI, SQL",736610
24,State-gov,Bachelors,Married-civ-spouse,AI Engineer,Other,Female,7904,1198,59,United States,>50K,20,"TensorFlow, PyTorch, Python",1629180
26,State-gov,HS-grad,Separated,Web Developer,Black,Female,3300,949,37,India,<=50K,10,"JavaScript, CSS, HTML",861480
30,Self-emp-not-inc,Bachelors,Divorced,Business Analyst,White,Male,9772,1038,38,India,<=50K,0,"Problem Solving, Excel, Power BI",750000
48,Private,Bachelors,Married-civ-spouse,Data Analyst,Amer-Indian-Eskimo,Male,9502,1253,34,India,<=50K,0,"SQL, Power BI, Python",700000
36,Private,PhD,Divorced,Web Developer,Amer-Indian-Eskimo,Female,2207,417,53,China,<=50K,5,"React, HTML, JavaScript",660515
50,Self-emp-not-inc,Bachelors,Never-married,AI Engineer,Other,Female,6062,125,34,Canada,<=50K,17,"PyTorch, NLP, TensorFlow",1532282
49,State-gov,Bachelors,Divorced,Web Developer,Black,Female,5105,1829,33,India,<=50K,3,"HTML, CSS, React",687504
60,State-gov,Masters,Married-civ-spouse,Business Analyst,White,Female,9945,704,45,China,<=50K,13,"SQL, Power BI, Problem Solving",883315
36,Federal-gov,Masters,Divorced,AI Engineer,Other,Other,6935,1843,52,United States,<=50K,5,"NLP, Python, TensorFlow",1294930
37,Private,Bachelors,Never-married,Data Scientist,Black,Female,5765,53,35,China,<=50K,19,"Python, R, SQL",1612639
52,State-gov,Masters,Widowed,Software Developer,Asian-Pac-Islander,Female,1302,556,49,United States,>50K,17,"Git, Python, C++",1018654
46,State-gov,Some-college,Separated,ML Engineer,Black,Female,4262,586,37,United States,>50K,16,"XGBoost, MLflow, Scikit-learn",1446912
33,State-gov,HS-grad,Married-civ-spouse,Business Analyst,White,Female,8943,1147,34,China,>50K,13,"Excel, Problem Solving, Power BI",1027927
23,Self-emp-not-inc,Bachelors,Separated,Business Analyst,White,Other,3706,108,41,Canada,<=50K,11,"Problem Solving, Power BI, Excel",1003792
40,Self-emp-inc,Bachelors,Married-civ-spouse,Web Developer,Other,Male,4921,577,40,Canada,<=50K,1,"CSS, JavaScript, HTML",619969
22,Private,Bachelors,Married-civ-spouse,Software Developer,Other,Other,7987,805,35,United States,<=50K,12,"Git, Spring, Python",958400
23,Self-emp-inc,PhD,Never-married,Software Developer,Amer-Indian-Eskimo,Other,9522,629,50,United States,>50K,16,"C++, Git, Python",1132480
36,Local-gov,HS-grad,Never-married,Data Analyst,Amer-Indian-Eskimo,Female,213,1792,51,Germany,>50K,5,"Tableau, SQL, Power BI",832190
28,Private,Some-college,Never-married,ML Engineer,Amer-Indian-Eskimo,Female,2106,1404,42,China,<=50K,15,"MLflow, Scikit-learn, XGBoost",1154725
24,Private,Associate,Never-married,ML Engineer,Other,Female,296,1189,54,United States,>50K,13,"MLflow, XGBoost, Python",1232206
39,Local-gov,Some-college,Married-civ-spouse,Business Analyst,Black,Female,9734,269,50,Australia,>50K,8,"Presentation, Power BI, Problem Solving",884232
59,Local-gov,PhD,Divorced,Business Analyst,Other,Male,4680,1119,58,India,>50K,19,"Excel, Power BI, SQL",1154301
41,Federal-gov,Masters,Separated,Software Developer,White,Other,6689,839,50,Canada,>50K,11,"Python, C++, Spring",1085208
29,Private,HS-grad,Separated,AI Engineer,White,Female,7333,120,32,Australia,<=50K,5,"PyTorch, TensorFlow, NLP",1299405
48,Federal-gov,PhD,Widowed,ML Engineer,Black,Male,8952,972,32,Australia,>50K,14,"Pandas, MLflow, Scikit-learn",1356454
55,Self-emp-inc,Bachelors,Married-civ-spouse,Data Analyst,White,Female,6146,216,32,Australia,>50K,7,"Excel, Power BI, Tableau",840322
47,Self-emp-not-inc,HS-grad,Never-married,AI Engineer,Asian-Pac-Islander,Other,4289,1440,43,Canada,>50K,3,"Deep Learning, Python, TensorFlow",1236936
45,Federal-gov,PhD,Married-civ-spouse,Data Scientist,White,Male,9620,376,33,United States,<=50K,19,"Python, Statistics, R",1594323
50,Self-emp-inc,HS-grad,Widowed,AI Engineer,Black,Other,11,973,50,Canada,>50K,3,"Python, PyTorch, TensorFlow",1286631
24,State-gov,Associate,Divorced,AI Engineer,Amer-Indian-Eskimo,Male,6829,1942,45,Canada,>50K,2,"NLP, TensorFlow, Deep Learning",1243774
42,Self-emp-inc,HS-grad,Widowed,ML Engineer,Asian-Pac-Islander,Other,5315,902,58,Germany,>50K,5,"XGBoost, Pandas, Scikit-learn",1111975
34,State-gov,Bachelors,Divorced,System Admin,Amer-Indian-Eskimo,Other,1588,1088,50,India,<=50K,4,"Linux, Shell Scripting, Docker",596296
46,Self-emp-inc,Some-college,Never-married,Web Developer,Other,Other,7495,1174,38,India,>50K,16,"HTML, Node.js, JavaScript",872896
23,Self-emp-not-inc,Associate,Divorced,Business Analyst,Amer-Indian-Eskimo,Female,6333,190,32,United States,<=50K,18,"Problem Solving, SQL, Excel",1059132
49,Private,HS-grad,Separated,AI Engineer,White,Female,1043,1889,32,China,>50K,14,"TensorFlow, Python, NLP",1387978
56,Local-gov,Masters,Divorced,Data Scientist,Other,Male,3498,1090,30,Germany,>50K,11,"Python, R, Statistics",1429472
29,Private,HS-grad,Separated,Data Analyst,White,Male,549,463,33,China,<=50K,5,"Tableau, Python, Power BI",843030
34,Self-emp-inc,Associate,Separated,AI Engineer,White,Other,7332,888,52,United States,<=50K,18,"NLP, Deep Learning, Python",1496370
55,Federal-gov,Associate,Widowed,AI Engineer,Amer-Indian-Eskimo,Male,1905,1022,55,Canada,<=50K,1,"NLP, PyTorch, TensorFlow",1227504
27,Self-emp-inc,PhD,Never-married,AI Engineer,Asian-Pac-Islander,Other,6199,1643,34,Canada,<=50K,9,"Deep Learning, Python, TensorFlow",1432335
57,Private,Bachelors,Divorced,Software Developer,Other,Male,1718,517,31,Australia,<=50K,18,"Java, C++, Python",1174634
22,Self-emp-not-inc,HS-grad,Divorced,Software Developer,Asian-Pac-Islander,Male,6064,1121,31,China,>50K,3,"Python, Git, Spring",860780
43,State-gov,Bachelors,Divorced,AI Engineer,Black,Female,8032,1857,58,Australia,>50K,9,"NLP, Deep Learning, PyTorch",1371873
47,Self-emp-not-inc,HS-grad,Separated,Data Scientist,Black,Female,4630,653,54,India,>50K,14,"Machine Learning, Statistics, Python",1258158
40,Local-gov,Masters,Never-married,Web Developer,Black,Male,1392,519,33,United States,>50K,7,"HTML, React, JavaScript",719021
56,State-gov,Masters,Separated,Software Developer,Black,Other,8323,1628,40,Canada,>50K,10,"C++, Java, Git",962940
34,State-gov,HS-grad,Separated,Data Analyst,White,Other,148,1801,60,Australia,<=50K,6,"Excel, SQL, Power BI",803920
54,State-gov,PhD,Never-married,Data Analyst,Other,Male,6958,627,35,Canada,>50K,2,"Tableau, SQL, Power BI",754398
51,Self-emp-inc,HS-grad,Separated,Business Analyst,Amer-Indian-Eskimo,Female,5052,791,35,China,<=50K,0,"Problem Solving, Excel, Presentation",750000
25,Local-gov,Some-college,Divorced,Web Developer,White,Other,1432,1448,33,Canada,>50K,6,"CSS, Node.js, React",735714
24,Self-emp-not-inc,PhD,Widowed,Software Developer,Amer-Indian-Eskimo,Other,8701,1565,53,Australia,<=50K,0,"Python, Spring, Java",800000
45,Federal-gov,Bachelors,Married-civ-spouse,System Admin,Amer-Indian-Eskimo,Female,2783,1081,30,Germany,>50K,5,"Linux, Docker, Shell Scripting",608800
26,Self-emp-inc,PhD,Separated,System Admin,Other,Male,7971,1548,49,Germany,>50K,8,"Networking, Shell Scripting, Docker",684440
59,State-gov,HS-grad,Never-married,ML Engineer,Amer-Indian-Eskimo,Other,4648,1723,56,Germany,>50K,16,"Python, XGBoost, MLflow",1345744
52,Self-emp-not-inc,PhD,Divorced,Business Analyst,Asian-Pac-Islander,Other,1566,1222,42,China,<=50K,6,"Presentation, Power BI, SQL",849504
60,Self-emp-inc,Masters,Separated,System Admin,White,Male,9817,1243,58,Canada,>50K,7,"Networking, Linux, Docker",674376
59,Local-gov,Bachelors,Widowed,Data Analyst,Amer-Indian-Eskimo,Male,7850,721,49,China,>50K,4,"Tableau, SQL, Power BI",749840
41,Federal-gov,Some-college,Married-civ-spouse,Software Developer,Asian-Pac-Islander,Male,3449,803,53,Germany,>50K,18,"Python, C++, Java",1060586
37,Federal-gov,Bachelors,Separated,System Admin,White,Female,1280,1214,59,Canada,<=50K,13,"Shell Scripting, Docker, Networking",763863
51,Private,Associate,Separated,Web Developer,Black,Male,1819,1095,41,India,>50K,5,"HTML, React, CSS",712890
51,Private,Associate,Married-civ-spouse,Business Analyst,Black,Female,6535,1770,32,Canada,>50K,16,"Excel, SQL, Power BI",956672
52,Local-gov,Some-college,Widowed,AI Engineer,Other,Other,3964,1360,50,Australia,<=50K,13,"NLP, Deep Learning, PyTorch",1405959
53,Private,HS-grad,Married-civ-spouse,ML Engineer,Other,Other,7308,1392,50,India,<=50K,2,"Python, Scikit-learn, MLflow",1024256
39,State-gov,PhD,Never-married,Web Developer,White,Other,4515,1733,49,Australia,>50K,4,"Node.js, CSS, HTML",675408
27,Self-emp-inc,PhD,Widowed,Software Developer,White,Female,3244,221,51,Germany,<=50K,15,"Java, Python, Spring",961445
54,State-gov,PhD,Separated,Software Developer,White,Female,5646,1896,30,Canada,>50K,11,"Git, Python, C++",1025621
27,Self-emp-inc,Masters,Married-civ-spouse,AI Engineer,Black,Male,2884,1346,48,Australia,>50K,15,"TensorFlow, NLP, Python",1549965
32,Federal-gov,PhD,Separated,Business Analyst,White,Male,2722,1228,60,India,>50K,15,"Excel, Problem Solving, Presentation",1155930
44,Self-emp-inc,Associate,Widowed,Data Scientist,Black,Male,3732,1042,40,India,>50K,1,"Python, Statistics, Machine Learning",1117797
30,State-gov,HS-grad,Never-married,Business Analyst,Amer-Indian-Eskimo,Female,6237,571,56,India,>50K,6,"Power BI, SQL, Excel",816222
60,Federal-gov,Some-college,Never-married,ML Engineer,Other,Other,4260,732,38,China,<=50K,17,"Python, Pandas, MLflow",1385628
26,Self-emp-not-inc,Associate,Separated,ML Engineer,Black,Other,6620,1633,36,Australia,>50K,6,"XGBoost, Python, Scikit-learn",1178458
36,Federal-gov,HS-grad,Separated,Business Analyst,Amer-Indian-Eskimo,Male,9955,1101,40,Germany,>50K,4,"Presentation, SQL, Problem Solving",796196
45,Federal-gov,Bachelors,Divorced,ML Engineer,Other,Other,2453,453,39,India,>50K,2,"Python, Pandas, XGBoost",1030770
58,State-gov,Associate,Widowed,Data Scientist,Other,Other,5093,1775,34,Canada,<=50K,15,"Machine Learning, R, SQL",1470290
28,Local-gov,Associate,Never-married,AI Engineer,Black,Male,8207,1173,35,Australia,>50K,15,"Deep Learning, TensorFlow, Python",1579440
27,Private,Associate,Married-civ-spouse,Software Developer,Asian-Pac-Islander,Male,9483,1953,48,India,>50K,19,"C++, Java, Git",1349252
51,State-gov,Associate,Divorced,System Admin,Black,Female,9348,1129,59,Australia,>50K,19,"Linux, Docker, Shell Scripting",1053500
32,Self-emp-inc,Associate,Widowed,AI Engineer,Amer-Indian-Eskimo,Female,6390,1453,40,United States,<=50K,12,"PyTorch, Deep Learning, Python",1356132
58,State-gov,Some-college,Separated,Web Developer,Amer-Indian-Eskimo,Male,4933,1749,54,Germany,>50K,14,"JavaScript, React, Node.js",975130
45,Private,Associate,Never-married,System Admin,Black,Other,6834,137,51,Canada,>50K,16,"Linux, Shell Scripting, Docker",773136
37,Local-gov,Bachelors,Married-civ-spouse,Data Scientist,Asian-Pac-Islander,Other,1158,992,41,India,>50K,8,"R, Statistics, Python",1267576
22,Self-emp-inc,Associate,Separated,Software Developer,Asian-Pac-Islander,Female,5378,33,51,India,>50K,12,"Java, Git, Python",1137164
24,State-gov,Masters,Divorced,Software Developer,White,Female,7517,939,60,Germany,>50K,19,"Java, Python, C++",1184370
47,Private,Bachelors,Divorced,Web Developer,Other,Other,9483,1349,54,United States,>50K,1,"JavaScript, React, CSS",617964
36,Self-emp-not-inc,PhD,Separated,Web Developer,Asian-Pac-Islander,Other,4767,1905,50,Australia,>50K,15,"JavaScript, Node.js, CSS",876900
28,Self-emp-not-inc,Associate,Married-civ-spouse,System Admin,White,Female,9806,1711,39,United States,>50K,10,"Networking, Docker, Linux",669040
42,Federal-gov,Bachelors,Never-married,Web Developer,Black,Female,2358,996,59,Germany,<=50K,5,"HTML, CSS, JavaScript",715540
38,Private,HS-grad,Separated,Web Developer,Asian-Pac-Islander,Other,588,473,49,Australia,<=50K,16,"React, CSS, JavaScript",764624
25,Private,Bachelors,Married-civ-spouse,Data Analyst,Asian-Pac-Islander,Male,4685,420,34,United States,<=50K,11,"Power BI, Tableau, Excel",937644
28,Self-emp-inc,Associate,Married-civ-spouse,AI Engineer,Black,Male,8903,1832,37,United States,>50K,0,"Deep Learning, TensorFlow, PyTorch",1200000
59,State-gov,Masters,Separated,Business Analyst,Asian-Pac-Islander,Other,8357,1390,58,Canada,>50K,15,"Presentation, Power BI, Excel",1054095
57,Federal-gov,HS-grad,Separated,Web Developer,White,Male,1366,1297,45,India,<=50K,2,"CSS, React, HTML",644966
60,Self-emp-inc,PhD,Divorced,Web Developer,Asian-Pac-Islander,Other,1591,1841,56,United States,>50K,9,"CSS, Node.js, HTML",738780
23,State-gov,Associate,Widowed,Business Analyst,Amer-Indian-Eskimo,Other,5637,597,42,China,>50K,18,"Presentation, SQL, Problem Solving",1195014
33,Private,PhD,Never-married,Software Developer,Black,Male,4159,706,32,India,>50K,19,"Spring, C++, Git",1099972
22,Private,Bachelors,Separated,Data Analyst,Black,Male,9143,1350,47,Germany,>50K,1,"SQL, Tableau, Power BI",711765
27,Self-emp-not-inc,Bachelors,Widowed,Web Developer,White,Female,6108,285,55,India,>50K,13,"HTML, React, JavaScript",852122
27,Local-gov,PhD,Never-married,Web Developer,Asian-Pac-Islander,Female,5041,791,46,Canada,>50K,7,"React, JavaScript, HTML",788692
52,State-gov,Associate,Never-married,AI Engineer,Asian-Pac-Islander,Male,8410,1355,46,United States,<=50K,5,"NLP, TensorFlow, PyTorch",1325570
31,Private,Associate,Married-civ-spouse,Data Analyst,Asian-Pac-Islander,Other,2831,1064,58,Australia,>50K,3,"Python, Excel, Tableau",772924
51,Self-emp-not-inc,Masters,Divorced,System Admin,White,Male,9692,509,56,India,>50K,8,"AWS, Linux, Shell Scripting",709272
45,Self-emp-not-inc,Masters,Divorced,Data Analyst,Amer-Indian-Eskimo,Male,4540,1013,43,Australia,<=50K,17,"Excel, Python, SQL",911786
45,Self-emp-inc,Masters,Married-civ-spouse,Software Developer,Amer-Indian-Eskimo,Male,5157,275,39,United States,<=50K,5,"Git, C++, Spring",941875
46,Self-emp-not-inc,Masters,Never-married,ML Engineer,Other,Female,1149,1610,56,China,<=50K,7,"MLflow, Scikit-learn, XGBoost",1195601
34,Self-emp-inc,Masters,Separated,Software Developer,Asian-Pac-Islander,Male,7901,611,59,Australia,<=50K,9,"Python, C++, Spring",991097
60,Local-gov,Associate,Separated,ML Engineer,Other,Female,7,500,46,Germany,>50K,7,"Python, Pandas, MLflow",1093632
25,Self-emp-not-inc,HS-grad,Widowed,Software Developer,Asian-Pac-Islander,Male,6242,975,41,Canada,>50K,10,"Spring, Git, Python",1007330
